word,type,pos,stemmed,priorpolarity
overkill,strongsubj,noun,n,negative
overlook,strongsubj,verb,y,negative
overplay,strongsubj,verb,y,negative
overpower,weaksubj,verb,y,negative
overreach,weaksubj,verb,y,negative
overrun,weaksubj,verb,y,negative
overshadow,weaksubj,verb,y,negative
oversight,weaksubj,noun,n,negative
oversimplification,weaksubj,noun,n,negative
oversimplified,weaksubj,adj,n,negative
oversimplify,weaksubj,verb,y,negative
oversized,weaksubj,adj,n,negative
overstate,strongsubj,anypos,y,negative
overstatement,strongsubj,adj,n,negative
overstatement,strongsubj,noun,n,negative
overstatements,strongsubj,anypos,n,negative
overt,weaksubj,adj,n,neutral
overtaxed,weaksubj,adj,n,negative
overthrow,weaksubj,verb,y,negative
overturn,weaksubj,verb,y,negative
overture,strongsubj,adj,n,positive
overture,strongsubj,noun,n,positive
overtures,weaksubj,adj,n,neutral
overtures,weaksubj,noun,n,neutral
overwhelm,weaksubj,verb,y,negative
overwhelming,strongsubj,adj,n,negative
overwhelmingly,strongsubj,anypos,n,negative
overworked,strongsubj,adj,n,negative
overzealous,strongsubj,adj,n,negative
overzealously,strongsubj,adverb,n,negative
pacifist,strongsubj,noun,n,positive
pacifists,strongsubj,adj,n,positive
pacifists,strongsubj,noun,n,positive
pacify,weaksubj,verb,y,neutral
pain,strongsubj,adj,n,negative
pain,strongsubj,noun,n,negative
pain,weaksubj,verb,y,negative
painful,weaksubj,adj,n,negative
painfully,weaksubj,adverb,n,negative
painless,weaksubj,adj,n,positive
painlessly,weaksubj,adverb,n,positive
pains,strongsubj,adj,n,negative
pains,strongsubj,noun,n,negative
painstaking,strongsubj,adj,n,positive
painstakingly,strongsubj,adverb,n,positive
palatable,strongsubj,adj,n,positive
palatial,strongsubj,adj,n,positive
pale,weaksubj,adj,n,negative
pale,weaksubj,noun,n,negative
palliate,strongsubj,verb,y,positive
paltry,strongsubj,adj,n,negative
pamper,weaksubj,verb,y,positive
pan,weaksubj,verb,y,negative
pandemonium,strongsubj,noun,n,negative
panic,strongsubj,noun,n,negative
panic,strongsubj,verb,y,negative
panicky,strongsubj,adj,n,negative
paradise,strongsubj,noun,n,positive
paradoxical,strongsubj,adj,n,negative
paradoxically,strongsubj,adverb,n,negative
paralize,weaksubj,verb,n,negative
paralyzed,weaksubj,adj,n,negative
paramount,strongsubj,adj,n,positive
paranoia,strongsubj,noun,n,negative
paranoid,strongsubj,adj,n,negative
parasite,weaksubj,noun,n,negative
pardon,strongsubj,verb,y,positive
pariah,strongsubj,noun,n,negative
parody,strongsubj,verb,y,negative
partiality,strongsubj,adj,n,negative
partiality,strongsubj,noun,n,negative
particular,weaksubj,adj,n,neutral
particularly,weaksubj,adverb,n,neutral
partisan,strongsubj,adj,n,negative
partisan,strongsubj,noun,n,negative
partisans,strongsubj,adj,n,negative
partisans,strongsubj,noun,n,negative
passe,strongsubj,adj,n,negative
passion,strongsubj,noun,n,positive
passionate,strongsubj,adj,n,positive
passionately,strongsubj,anypos,n,positive
passive,weaksubj,adj,n,negative
passive,strongsubj,noun,n,negative
passiveness,strongsubj,adj,n,negative
passiveness,strongsubj,noun,n,negative
pathetic,strongsubj,adj,n,negative
pathetically,strongsubj,anypos,n,negative
patience,strongsubj,noun,n,positive
patient,weaksubj,adj,n,positive
patient,weaksubj,adj,n,positive
patient,weaksubj,noun,n,positive
patiently,strongsubj,adverb,n,positive
patriot,strongsubj,noun,n,positive
patriotic,strongsubj,adj,n,positive
patronize,strongsubj,verb,y,negative
paucity,strongsubj,adj,n,negative
paucity,strongsubj,noun,n,negative
pauper,strongsubj,noun,n,negative
paupers,strongsubj,adj,n,negative
paupers,strongsubj,noun,n,negative
payback,strongsubj,adj,n,negative
payback,strongsubj,noun,n,negative
peace,weaksubj,adj,n,positive
peace,weaksubj,noun,n,positive
peaceable,strongsubj,adj,n,positive
peaceful,weaksubj,adj,n,positive
peaceful,weaksubj,noun,n,positive
peacefully,weaksubj,adverb,n,positive
peacekeepers,weaksubj,adj,n,positive
peacekeepers,weaksubj,noun,n,positive
peculiar,strongsubj,anypos,n,negative
peculiarly,strongsubj,anypos,y,negative
pedantic,strongsubj,adj,n,negative
pedestrian,weaksubj,adj,n,negative
peerless,strongsubj,adj,n,positive
peeve,strongsubj,verb,y,negative
peeved,strongsubj,adj,n,negative
peevish,strongsubj,adj,n,negative
peevishly,strongsubj,adverb,n,negative
penalize,strongsubj,verb,y,negative
penalty,weaksubj,adj,n,negative
penalty,weaksubj,noun,n,negative
penetrating,strongsubj,adj,n,positive
penitent,strongsubj,adj,n,positive
perceptions,strongsubj,adj,n,neutral
perceptions,strongsubj,noun,n,neutral
perceptive,strongsubj,adj,n,positive
perfect,strongsubj,adj,n,positive
perfect,strongsubj,anypos,y,positive
perfect,strongsubj,verb,y,positive
perfection,strongsubj,noun,n,positive
perfectly,strongsubj,anypos,n,positive
perfidious,strongsubj,adj,n,negative
perfidity,strongsubj,noun,n,negative
perfunctory,strongsubj,adj,n,negative
perfunctory,strongsubj,noun,n,negative
perhaps,strongsubj,anypos,y,neutral
peril,strongsubj,noun,n,negative
perilous,weaksubj,adj,n,negative
perilously,weaksubj,adverb,n,negative
peripheral,weaksubj,adj,n,negative
perish,strongsubj,verb,y,negative
permissible,weaksubj,adj,n,positive
pernicious,strongsubj,adj,n,negative
perplex,strongsubj,verb,y,negative
perplexed,strongsubj,adj,n,negative
perplexing,strongsubj,anypos,n,negative
perplexity,strongsubj,noun,n,negative
persecute,strongsubj,verb,y,negative
persecution,strongsubj,adj,n,negative
persecution,strongsubj,noun,n,negative
perseverance,strongsubj,noun,n,positive
persevere,strongsubj,verb,y,positive
persistence,weaksubj,adj,n,neutral
persistence,weaksubj,noun,n,neutral
persistent,weaksubj,adj,n,positive
persistent,weaksubj,noun,n,positive
personages,weaksubj,adj,n,positive
personages,weaksubj,noun,n,positive
personality,strongsubj,adj,n,positive
personality,strongsubj,noun,n,positive
perspective,weaksubj,adj,n,neutral
perspective,weaksubj,noun,n,neutral
perspicuous,strongsubj,adj,n,positive
perspicuously,strongsubj,adverb,n,positive
persuade,strongsubj,verb,y,positive
persuasive,strongsubj,adj,n,positive
persuasive,strongsubj,noun,n,positive
persuasively,strongsubj,adverb,n,positive
pertinacious,strongsubj,adj,n,negative
pertinaciously,strongsubj,adverb,n,negative
pertinacity,strongsubj,noun,n,negative
pertinent,weaksubj,adj,n,positive
perturb,strongsubj,verb,y,negative
perturbed,strongsubj,adj,n,negative
pervasive,strongsubj,adj,n,negative
pervasive,strongsubj,noun,n,negative
perverse,strongsubj,adj,n,negative
perversely,strongsubj,anypos,n,negative
perversion,strongsubj,noun,n,negative
perversity,strongsubj,noun,n,negative
pervert,strongsubj,verb,y,negative
perverted,strongsubj,anypos,n,negative
pessimism,strongsubj,noun,n,negative
pessimistic,strongsubj,adj,n,negative
pessimistically,strongsubj,anypos,n,negative
pest,strongsubj,noun,n,negative
pestilent,strongsubj,adj,n,negative
petrify,strongsubj,verb,y,negative
petrified,strongsubj,adj,n,negative
pettifog,strongsubj,verb,y,negative
petty,strongsubj,adj,n,negative
phenomenal,strongsubj,adj,n,positive
phenomenally,strongsubj,anypos,n,positive
philosophize,strongsubj,verb,y,neutral
phobia,strongsubj,noun,n,negative
phobic,strongsubj,adj,n,negative
phony,strongsubj,adj,n,negative
picky,strongsubj,adj,n,negative
picturesque,strongsubj,adj,n,positive
piety,weaksubj,noun,n,positive
pillage,strongsubj,verb,n,negative
pillar,strongsubj,adj,n,positive
pillar,strongsubj,noun,n,positive
pillory,strongsubj,verb,y,negative
pinch,weaksubj,noun,n,negative
pinch,weaksubj,verb,y,negative
pine,strongsubj,verb,y,negative
pinnacle,strongsubj,noun,n,positive
pious,strongsubj,adj,n,positive
pique,weaksubj,verb,y,negative
pithy,strongsubj,adj,n,positive
pithy,strongsubj,noun,n,positive
pitiable,strongsubj,adj,n,negative
pitiful,strongsubj,adj,n,negative
pitifully,strongsubj,adj,n,negative
pitiless,strongsubj,adj,n,negative
pitilessly,strongsubj,adverb,n,negative
pittance,strongsubj,noun,n,negative
pity,strongsubj,noun,n,negative
pity,strongsubj,verb,y,negative
pivotal,weaksubj,adj,n,neutral
placate,strongsubj,verb,y,positive
placid,weaksubj,adj,n,positive
plagiarize,strongsubj,verb,y,negative
plague,strongsubj,adj,n,negative
plague,strongsubj,noun,n,negative
plague,weaksubj,verb,y,negative
plain,weaksubj,adj,n,positive
plainly,strongsubj,anypos,y,positive
plausibility,strongsubj,noun,n,positive
plausible,strongsubj,adj,n,positive
player,weaksubj,adj,n,neutral
player,weaksubj,noun,n,neutral
playful,strongsubj,adj,n,positive
playfully,strongsubj,adverb,n,positive
plaything,strongsubj,adj,n,negative
plaything,strongsubj,noun,n,negative
plead,strongsubj,verb,y,both
pleading,strongsubj,adj,n,both
pleadingly,strongsubj,anypos,n,both
plea,weaksubj,noun,n,negative
pleas,strongsubj,adj,n,negative
pleas,strongsubj,noun,n,negative
pleasant,weaksubj,adj,n,positive
pleasantly,weaksubj,adj,n,positive
please,strongsubj,verb,y,positive
pleased,strongsubj,adj,n,positive
pleasing,strongsubj,anypos,n,positive
pleasingly,strongsubj,anypos,y,positive
pleasurable,strongsubj,anypos,y,positive
pleasurably,strongsubj,anypos,y,positive
pleasure,strongsubj,adj,n,positive
pleasure,strongsubj,noun,n,positive
plebeian,strongsubj,adj,n,negative
pledge,strongsubj,noun,n,positive
pledge,strongsubj,verb,y,positive
pledges,strongsubj,adj,n,positive
pledges,strongsubj,noun,n,positive
plenary,weaksubj,adj,n,neutral
plentiful,weaksubj,adj,n,positive
plenty,strongsubj,anypos,y,positive
plight,strongsubj,noun,n,negative
plot,strongsubj,verb,y,negative
plotters,strongsubj,adj,n,negative
plotters,strongsubj,noun,n,negative
ploy,strongsubj,adj,n,negative
ploy,strongsubj,noun,n,negative
plunder,strongsubj,verb,y,negative
plunderer,strongsubj,anypos,n,negative
plush,strongsubj,adj,n,positive
poetic,strongsubj,adj,n,positive
poeticize,strongsubj,verb,y,positive
poignant,strongsubj,adj,n,positive
point,weaksubj,adj,n,neutral
point,weaksubj,noun,n,neutral
pointless,weaksubj,adj,n,negative
pointlessly,weaksubj,adverb,n,negative
poise,strongsubj,noun,n,positive
poised,strongsubj,adj,n,positive
poison,strongsubj,adj,n,negative
poison,strongsubj,noun,n,negative
poisonous,weaksubj,adj,n,negative
poisonously,weaksubj,adj,n,negative
polarisation,strongsubj,adj,n,negative
polarisation,strongsubj,noun,n,negative
polemize,strongsubj,verb,y,negative
polished,weaksubj,adj,n,positive
polite,weaksubj,adj,n,positive
politeness,weaksubj,noun,n,positive
pollute,weaksubj,verb,y,negative
polluter,strongsubj,adj,n,negative
polluter,strongsubj,noun,n,negative
polluters,strongsubj,adj,n,negative
polluters,strongsubj,noun,n,negative
polution,weaksubj,noun,n,negative
pompous,strongsubj,adj,n,negative
ponder,strongsubj,verb,y,neutral
poor,weaksubj,adj,n,negative
poorly,strongsubj,adverb,n,negative
popular,weaksubj,adj,n,positive
popular,weaksubj,noun,n,positive
popularity,weaksubj,adj,n,positive
popularity,weaksubj,noun,n,positive
portable,weaksubj,adj,n,positive
posh,strongsubj,adj,n,positive
position,weaksubj,adj,n,neutral
position,weaksubj,noun,n,neutral
positive,weaksubj,adj,n,positive
positiveness,strongsubj,noun,n,positive
positively,strongsubj,adverb,n,positive
possibility,weaksubj,adj,n,neutral
possibility,weaksubj,noun,n,neutral
possible,weaksubj,anypos,y,neutral
possibly,weaksubj,anypos,y,neutral
posterity,weaksubj,noun,n,positive
posture,weaksubj,adj,n,neutral
posture,weaksubj,noun,n,neutral
posturing,strongsubj,adj,n,negative
posturing,strongsubj,noun,n,negative
potent,strongsubj,adj,n,positive
potential,weaksubj,adj,n,positive
potential,weaksubj,noun,n,positive
pout,strongsubj,verb,y,negative
poverty,strongsubj,noun,n,negative
power,weaksubj,adj,n,neutral
power,weaksubj,noun,n,neutral
powerful,weaksubj,adj,n,positive
powerfully,weaksubj,adverb,n,positive
powerless,weaksubj,adj,n,negative
practicable,weaksubj,adj,n,positive
practical,weaksubj,adj,n,positive
practically,weaksubj,anypos,n,neutral
pragmatic,strongsubj,adj,n,positive
praise,strongsubj,noun,n,positive
praise,strongsubj,verb,y,positive
praiseworthy,strongsubj,adj,n,positive
praising,strongsubj,adj,n,positive
praising,strongsubj,noun,n,positive
prate,strongsubj,verb,y,negative
pratfall,strongsubj,noun,n,negative
prattle,strongsubj,verb,y,negative
pray,strongsubj,verb,y,neutral
pre-eminent,weaksubj,adj,n,positive
preach,strongsubj,verb,y,positive
preaching,strongsubj,adj,n,positive
preaching,strongsubj,noun,n,positive
precarious,weaksubj,adj,n,negative
precariously,weaksubj,adverb,n,negative
precaution,strongsubj,noun,n,positive
precautions,strongsubj,noun,n,positive
precedent,weaksubj,noun,n,positive
precious,strongsubj,adj,n,positive
precious,strongsubj,adverb,n,neutral
precious,strongsubj,noun,n,positive
precipitate,strongsubj,verb,y,negative
precipitous,strongsubj,adj,n,negative
precise,weaksubj,adj,n,positive
precisely,weaksubj,adverb,n,positive
precision,weaksubj,noun,n,positive
predatory,weaksubj,adj,n,negative
predicament,strongsubj,noun,n,negative
predictable,weaksubj,adj,n,neutral
predictablely,weaksubj,adverb,n,neutral
predominant,weaksubj,adj,n,neutral
preeminent,weaksubj,adj,n,positive
preemptive,weaksubj,adj,n,positive
prefer,strongsubj,verb,y,positive
preferable,strongsubj,adj,n,positive
preferable,strongsubj,anypos,y,positive
preferably,strongsubj,anypos,y,positive
preference,strongsubj,noun,n,positive
preferences,strongsubj,adj,n,positive
preferences,strongsubj,noun,n,positive
prejudge,strongsubj,verb,y,negative
prejudice,strongsubj,adj,n,negative
prejudice,strongsubj,noun,n,negative
prejudicial,strongsubj,adj,n,negative
premeditated,strongsubj,adj,n,negative
premier,weaksubj,adj,n,positive
premium,weaksubj,adj,n,positive
preoccupy,weaksubj,verb,y,negative
prepared,weaksubj,adj,n,positive
preponderance,strongsubj,adj,n,positive
preponderance,strongsubj,noun,n,positive
preposterous,strongsubj,adj,n,negative
preposterously,strongsubj,anypos,n,negative
press,weaksubj,verb,y,positive
pressing,strongsubj,adj,n,negative
pressing,strongsubj,noun,n,negative
pressure,weaksubj,adj,n,neutral
pressure,weaksubj,noun,n,neutral
pressures,weaksubj,adj,n,neutral
pressures,weaksubj,noun,n,neutral
prestige,strongsubj,noun,n,positive
prestigious,weaksubj,adj,n,positive
presumably,strongsubj,anypos,y,neutral
presume,strongsubj,verb,y,negative
presumptuous,strongsubj,adj,n,negative
presumptuous,strongsubj,anypos,y,negative
presumptuously,strongsubj,anypos,n,negative
pretence,strongsubj,adj,n,negative
pretence,strongsubj,noun,n,negative
pretend,strongsubj,verb,n,negative
pretense,strongsubj,adj,n,negative
pretense,strongsubj,noun,n,negative
pretentious,strongsubj,anypos,n,negative
pretentiously,strongsubj,anypos,n,negative
prettily,strongsubj,anypos,n,positive
pretty,strongsubj,anypos,n,positive
prevalent,weaksubj,adj,n,neutral
prevaricate,strongsubj,verb,y,negative
priceless,strongsubj,adj,n,positive
pricey,weaksubj,adj,n,negative
prickle,strongsubj,verb,y,negative
prickles,strongsubj,adj,n,negative
prickles,strongsubj,noun,n,negative
pride,strongsubj,noun,n,positive
prideful,strongsubj,adj,n,negative
primarily,weaksubj,adj,n,neutral
primary,weaksubj,adj,n,neutral
prime,weaksubj,adj,n,neutral
primitive,weaksubj,adj,n,negative
primitive,weaksubj,noun,n,negative
principle,weaksubj,adj,n,positive
principle,weaksubj,noun,n,positive
principled,weaksubj,adj,n,positive
prison,weaksubj,noun,n,negative
prisoner,weaksubj,noun,n,negative
privilege,strongsubj,noun,n,positive
privileged,strongsubj,adj,n,positive
prize,strongsubj,verb,y,positive
pro,weaksubj,noun,n,positive
pro-American,strongsubj,adj,n,positive
pro-American,strongsubj,noun,n,positive
pro-Beijing,strongsubj,adj,n,positive
pro-Beijing,strongsubj,noun,n,positive
pro-Cuba,strongsubj,adj,n,positive
pro-Cuba,strongsubj,noun,n,positive
pro-peace,strongsubj,adj,n,positive
pro-peace,strongsubj,noun,n,positive
proactive,strongsubj,adj,n,positive
proactive,strongsubj,noun,n,positive
problem,weaksubj,noun,n,negative
problematic,strongsubj,adj,n,negative
problematic,strongsubj,noun,n,negative
problems,weaksubj,adj,n,negative
problems,weaksubj,noun,n,negative
proclaim,strongsubj,verb,y,neutral
procrastinate,strongsubj,verb,y,negative
procrastination,strongsubj,noun,n,negative
prodigious,strongsubj,adj,n,positive
prodigiously,strongsubj,anypos,n,positive
prodigy,strongsubj,noun,n,positive
productive,weaksubj,adj,n,positive
profane,strongsubj,adj,n,negative
profane,strongsubj,verb,y,negative
profanity,strongsubj,noun,n,negative
profess,strongsubj,verb,y,positive
proficient,strongsubj,adj,n,positive
proficiently,strongsubj,adverb,n,positive
profit,weaksubj,noun,n,positive
profit,weaksubj,verb,y,positive
profitable,weaksubj,adj,n,positive
profound,strongsubj,adj,n,positive
profoundly,strongsubj,anypos,n,positive
profuse,strongsubj,adj,n,positive
profusely,strongsubj,anypos,n,positive
profusion,strongsubj,noun,n,positive
prognosticate,strongsubj,verb,y,neutral
progress,weaksubj,noun,n,positive
progress,weaksubj,verb,y,positive
progressive,weaksubj,adj,n,positive
prohibit,weaksubj,verb,y,negative
prohibitive,weaksubj,adj,n,negative
prohibitively,weaksubj,adverb,n,negative
prolific,weaksubj,adj,n,positive
prominent,weaksubj,adj,n,positive
prominence,weaksubj,noun,n,positive
promise,strongsubj,adj,n,positive
promise,strongsubj,noun,n,positive
promising,strongsubj,adj,n,positive
promoter,strongsubj,adj,n,positive
promoter,strongsubj,noun,n,positive
prompt,weaksubj,adj,n,positive
promptly,weaksubj,adverb,n,positive
propaganda,strongsubj,adj,n,negative
propaganda,strongsubj,noun,n,negative
propagandize,strongsubj,verb,y,negative
proper,weaksubj,adj,n,positive
properly,weaksubj,adverb,n,positive
prophesy,strongsubj,verb,y,neutral
propitious,strongsubj,adj,n,positive
propitiously,strongsubj,adverb,n,positive
proportionate,weaksubj,adj,n,neutral
proportionate,weaksubj,noun,n,neutral
proportionately,weaksubj,adverb,n,neutral
proscription,strongsubj,adj,n,negative
proscription,strongsubj,noun,n,negative
proscriptions,strongsubj,adj,n,negative
proscriptions,strongsubj,noun,n,negative
prosecute,strongsubj,verb,y,negative
prospect,weaksubj,adj,n,positive
prospect,weaksubj,noun,n,positive
prospects,weaksubj,adj,n,positive
prospects,weaksubj,noun,n,positive
prosper,strongsubj,verb,y,positive
prosperity,weaksubj,adj,n,positive
prosperity,weaksubj,noun,n,positive
prosperous,weaksubj,adj,n,positive
protect,weaksubj,verb,y,positive
protection,weaksubj,noun,n,positive
protective,weaksubj,adj,n,positive
